permno,comnam
16000,LIBERTY MEDIA CORP 3RD NEW
60986,NEWELL BRANDS INC
82156,WINDTREE THERAPEUTICS INC
16024,AMERICAN RENAL ASSOCIATES
16020,SECUREWORKS CORP
16007,CHROMADEX CORP
79280,INTERLINK ELECTRONICS INC
16012,JENSYN ACQUISITION CORP
16019,RED ROCK RESORTS INC
16008,GLOBAL WATER RESOURCES INC
17478,S & P GLOBAL INC
12781,SPIRE INC
16001,PINNACLE ENTERTAINMENT INC NEW
16004,QUORUM HEALTH CORP
90605,UNIVERSAL LOGISTICS HOLDINGS INC
16064,INTELLIA THERAPEUTICS INC
16069,SPRING BANK PHARMACEUTICALS INC
12017,FORM HOLDINGS CORP
12797,TERRAVIA HOLDINGS INC
16052,A L J REGIONAL HOLDINGS INC
16070,VISTAGEN THERAPEUTICS INC
16083,TURNING POINT BRANDS INC
14790,ADVERUM BIOTECHNOLOGIES INC
16082,SITEONE LANDSCAPE SUPPLY INC
16051,ACACIA COMMUNICATIONS INC
16044,INGEVITY CORP
12570,I T T INC
12308,CHARTER COMMUNICATIONS INC NEW
16066,PULSE BIOSCIENCES INC
16067,PHASERX INC
16063,MIDLAND STATES BANCORP INC
85768,I E S HOLDINGS INC
15537,ASTRONOVA INC
16068,REATA PHARMACEUTICALS INC
16073,COTIVITI HOLDINGS INC
16076,G M S INC
16084,US FOODS HOLDING CORP
16049,ZEDGE INC
16090,CLEARSIDE BIOMEDICAL INC
16099,MOLECULIN BIOTECH INC
16100,NANTHEALTH INC
92467,ORION GROUP HOLDINGS INC
13326,MACOM TECHNOLOGY SOLS HLDS INC
77205,CASCADIAN THERAPEUTICS INC
14881,NEXEO SOLUTIONS INC
16119,ATKORE INTERNATIONAL GROUP INC
16104,ONCOBIOLOGICS INC
88285,FUNCTIONX INC
16112,VIVEVE MEDICAL INC
16106,PARAGON COMMERCIAL CORP
86990,GREAT ELM CAPITAL GROUP INC
14781,TRONC INC
79516,MATEON THERAPEUTICS INC
77090,A T N INTERNATIONAL INC
16108,SELECTA BIOSCIENCES INC
91088,DEXTERA SURGICAL INC
16140,TWILIO INC
16097,HARBORONE BANCORP INC
16111,SYROS PHARMACEUTICALS INC
16086,HERTZ GLOBAL HOLDINGS INC NEW
16183,RANDOLPH BANCORP INC
88615,INTEGER HOLDINGS CORP
91575,HERC HOLDINGS INC
16087,FORTIVE CORP
16174,LONESTAR RESOURCES US INC
16178,MONSTER DIGITAL INC
16164,DELMAR PHARMACEUTICALS INC
16170,FSB BANCORP INC
16189,W C F BANCORP INC
16149,ADVANCEPIERRE FOODS HOLDINGS INC
87321,GAIA INC
46834,G E E GROUP INC
16158,VERSO CORP
16162,AUDENTES THERAPEUTICS INC
16182,IMPINJ INC
16188,T P I COMPOSITES INC
16144,COMMERCEHUB INC
16145,SENSUS HEALTHCARE INC
16160,COMMERCEHUB INC
16179,MY SIZE INC
91832,MADRIGAL PHARMACEUTICALS INC
16154,KADMON HOLDINGS INC
16181,PAVMED INC
15961,DARIOHEALTH CORP
16171,KINSALE CAPITAL GROUP INC
16186,TACTILE SYSTEMS TECHNOLOGY INC
16175,LONG ISLAND ICED TEA CORP
15292,CARDCONNECT CORP
16146,APTEVO THERAPEUTICS INC
85741,HOPE BANCORP INC
91431,XENITH BANKSHARES INC NEW
92570,DANA INC
16253,FIRST HAWAIIAN INC
16268,AT HOME GROUP INC
16250,ATOMERA INC
16255,GEMPHIRE THERAPEUTICS INC
16252,EKSO BIONICS HOLDINGS INC
16260,MEDPACE HOLDINGS INC
16263,PROTAGONIST THERAPEUTICS INC
16247,AIRGAIN INC
90474,CAROLINA TRUST BANCSHARES INC
88572,MABVAX THERAPEUTICS HOLDINGS INC
16173,LANDCADIA HOLDINGS INC
16261,M III ACQUISITION CORP
76856,FIRSTCASH INC
16284,CONYERS PARK ACQ CORP
16267,DELL TECHNOLOGIES INC
84624,TIVO CORP
89925,DASAN ZHONE SOLUTIONS INC
92797,MASTECH DIGITAL INC
93175,KRATON CORP
16287,EVERBRIDGE INC
16319,F B FINANCIAL CORP
88285,FUNCTION X INC
24272,ASHLAND GLOBAL HOLDINGS INC
16303,NOVAN INC
16309,TRADE DESK INC
16285,CAPSTAR FINANCIAL HOLDINGS INC
16318,E L F BEAUTY INC
16282,APPTIO INC
16338,VALVOLINE INC
92486,COGINT INC
16310,SHINECO INC
16290,FULGENT GENETICS INC
16308,TABULA RASA HEALTHCARE INC
16304,NUTANIX INC
13911,QUINTILES IMS HOLDINGS INC
16276,ADVANSIX INC
16277,DONNELLEY FINANCIAL SOL INC
16278,L S C COMMUNICATIONS INC
16279,VERSUM MATERIALS INC
76230,TRIMBLE INC
16448,SANDRIDGE ENERGY INC
16436,ARCH COAL INC
16376,ALLIANCE M M A INC
16382,COUPA SOFTWARE INC
16393,OBALON THERAPEUTICS INC
16435,ADVANCED DISPOSAL SERVICES INC
16392,EVERSPIN TECHNOLOGIES INC
16437,CAMPING WORLD HOLDINGS INC
14992,AXAR ACQUISITION CORP
16377,AZURRX BIOPHARMA INC
88384,FIRST U S BANCSHARES INC
16021,CENTENNIAL RESOURCE DEVELOP INC
16378,BANCORP 34 INC
16385,HOMETOWN BANKSHARES CORP
16394,OTTAWA BANCORP INC
16402,EXTRACTION OIL & GAS INC
16399,SOCIAL REALITY INC
16401,MAMMOTH ENERGY SERVICES INC
92772,I L G INC
16384,FORTERRA INC
16386,IRHYTHM TECHNOLOGIES INC
16442,MIDSTATES PETROLEUM CO INC
89262,WESTERN NEW ENGLAND BANCORP INC
16398,R A PHARMACEUTICALS INC
64822,YUMA ENERGY INC NEW
16381,BLACKLINE INC
16397,QUANTENNA COMMUNICATIONS INC
16434,ACUSHNET HOLDINGS CORP
16343,YUM CHINA HOLDINGS INC
16347,ALCOA CORP
24643,ARCONIC INC
13121,PARETEUM CORP
16471,SMART SAND INC
92032,ALBIREO PHARMA INC
15785,HOSTESS BRANDS INC
16429,LIBERTY EXPEDIA HOLDINGS INC
16473,XENETIC BIOSCIENCES INC
16493,LIBERTY EXPEDIA HOLDINGS INC
16472,TAPIMMUNE INC
12521,LEAF GROUP LTD
86536,DIFFUSION PHARMACEUTICALS INC
88807,INSEEGO CORP
16431,LAMB WESTON HOLDINGS INC
56274,CONAGRA BRANDS INC
13412,WECAST NETWORK INC
16465,M I ACQUISITIONS INC
33823,D M C GLOBAL INC
16466,MOXIAN INC
14877,LIMBACH HOLDINGS INC
54199,S J W GROUP
16458,FLEXSHOPPER INC
16463,GENIUS BRANDS INTERNATIONAL INC
15285,KALVISTA PHARMACEUTICALS INC
77437,MICROBOT MEDICAL INC
85675,ENVISION HEALTHCARE CORP
89922,TESSERA HOLDING CORP
91742,SONOMA PHARMACEUTICALS INC
16528,POLAR POWER INC
16532,SENESTECH INC
40440,DIEBOLD NIXDORF INC
92213,BIOPTIX INC
16533,SOLIGENIX INC
16519,WILDHORSE RESOURCE DEV CORP
12667,AEVI GENOMIC MEDICINE INC
16530,ROOT9B HOLDINGS INC
15129,INSPIRED ENTERTAINMENT INC
16529,PENN VIRGINIA CORP
91363,P G T INNOVATIONS INC
89548,DRIVE SHACK INC
13648,APOLLO ENDOSURGERY INC
13687,R H
16497,CONDUENT INC
61188,SOUTHWEST GAS HOLDINGS INC
86021,L 3 TECHNOLOGIES INC
87426,L C I INDUSTRIES
89606,AMERICAN OUTDOOR BRANDS CORP
16498,HILTON GRAND VACATIONS INC
16499,PARK HOTELS & RESORTS INC
92571,CAMBER ENERGY INC
88195,SANGAMO THERAPEUTICS INC
91615,YIELD10 BIOSCIENCE INC
92111,TIPTREE INC
15507,SIERRA ONCOLOGY INC
76788,TIVITY HEALTH INC
90539,POLARITYTE INC
16569,H V BANCORP INC
91269,C B A K ENERGY TECHNOLOGY INC
89916,NEXSTAR MEDIA GROUP INC
16541,AQUABOUNTY TECHNOLOGIES INC
16557,KEANE GROUP INC
16542,LEAP THERAPEUTICS INC
82476,MERIDIAN WASTE SOLUTIONS INC
16562,ANAPTYSBIO INC
16553,JAGGED PEAK ENERGY INC
16554,JELD WEN HOLDING INC
16560,R E V GROUP INC
16570,JOUNCE THERAPEUTICS INC
16543,VAREX IMAGING CORP
92322,ULTA BEAUTY INC
16591,LAUREATE EDUCATION INC
16544,BIOVERATIV INC
93436,TESLA INC
16592,RAMACO RESOURCES INC
16579,FOUNDATION BLDG MATERIALS INC
89790,TELLURIAN INC
16590,IFRESH INC
14708,MIRAGEN THERAPEUTICS INC
16575,AUXILIO INC
16593,NEW AGE BEVERAGES CORP
16594,SIGMA LABS INC
83602,GLASSBRIDGE ENTERPRISES INC
89922,XPERI CORP
12446,GLOBAL BROKERAGE INC
15654,DASEKE INC
16587,ENERGY XXI GULF COAST INC
14610,INPIXON
16632,HAMILTON LANE INC
16595,SNAP INC
16613,MATINAS BIOPHARMA HOLDINGS INC
12906,S R C ENERGY INC
15921,WELBILT INC
16602,C & J ENERGY SERVICES INC
16631,GORES HOLDINGS II INC
89252,FIVE STAR SENIOR LIVING INC
16611,J JILL INC
16629,CACHET FINANCIAL SOLUTIONS INC
16642,PRESIDIO INC
16625,AKOUSTIS TECHNOLOGIES INC
16630,FINTECH ACQUISITION CORP II
93369,R1 R C M INC
16638,N I HOLDINGS INC
16614,MULESOFT INC
16617,PROPETRO HOLDING CORP
16640,OMINTO INC
76052,PERMA PIPE INTL HOLDINGS INC
16622,TAKUNG ART CO LTD
16647,VALERITAS HOLDINGS INC
16597,ALTERYX INC
76544,MICRON SOLUTIONS INC
16633,I C C HOLDINGS INC
16639,NEUROTROPE INC
40125,D X C TECHNOLOGY CO
16689,PEABODY ENERGY CORP NEW
16648,SCHNEIDER NATIONAL INC
16659,ELEVATE CREDIT INC
89031,AXON ENTERPRISE INC
16649,OKTA INC
16629,DIGILITI MONEY GROUP INC
86989,MEET GROUP INC
16690,GOODRICH PETROLEUM CORP
13604,BERRY GLOBAL GROUP INC
16650,YEXT INC
16653,WARRIOR MET COAL INC
16654,CADENCE BANCORP
16672,F N B BANCORP
16681,TOCAGEN INC
16682,ULTRA PETROLEUM CORP
89756,REMARK HOLDINGS INC
16680,SILVERSUN TECHNOLOGIES INC
16688,YANGTZE RIVER DEVELOPMENT LTD
14538,P L X PHARMA INC
16667,SELECT ENERGY SERVICES INC
16676,PCSB FINANCIAL CORP
16670,CATASYS INC
16664,FLOOR & DECOR HOLDINGS INC
16673,KAYNE ANDERSON ACQUISITION CORP
16683,VANTAGE ENERGY ACQUISITION CORP
15970,ROSEHILL RESOURCES INC
16655,CARVANA CO
16657,CLOUDERA INC
16660,EMERALD EXPOSITIONS EVENTS INC
16671,COMMUNITY FIRST BANCSHARES INC
16674,MATLIN & PARTNERS ACQ CORP
16675,N C S MULTISTAGE HOLDINGS INC
16677,SILVER RUN ACQUISITION CORP II
90101,SAVARA INC
16704,FORUM MERGER CORP
16709,OVID THERAPEUTICS INC
66739,SILVERBOW RESOURCES INC
90926,ALTIMMUNE INC
12622,H C A HEALTHCARE INC
86916,URBAN ONE INC
88372,URBAN ONE INC
16703,FARMERS & MERCHANTS BANCORP INC
16736,VISTRA ENERGY CORP
16746,FIVE POINT HOLDINGS LLC
14937,NOVUS THERAPEUTICS INC
64936,DOMINION ENERGY INC
15058,SOLENO THERAPEUTICS INC
16692,GARDNER DENVER HOLDINGS INC
16700,A S V HOLDINGS INC
16712,VERITONE INC
16750,SOLARIS OILFIELD INFRSTR INC
89941,TRAVELZOO
16705,G1 THERAPEUTICS INC
87439,INTELLICHECK INC
93128,COWEN INC
13279,C H F SOLUTIONS INC
76708,ADTALEM GLOBAL EDUCATION INC
16697,WIDEOPENWEST INC
16698,APPIAN CORP
16696,CARS COM INC
16737,SEACOR MARINE HOLDINGS INC
79094,JABIL INC
16789,MODERN MEDIA ACQUISITION CORP
16805,SHOTSPOTTER INC
16765,MYOMO INC
93069,FUTURE FINTECH GROUP INC
16777,ATHENEX INC
16773,ADOMANI INC
16779,BOSTON OMAHA CORP
16808,YOUNGEVITY INTERNATIONAL INC
16753,ALTICE USA INC
16802,S G BLOCKS INC
16771,T P G PACE ENERGY HOLDINGS CORP
16781,CHECKPOINT THERAPEUTICS INC
63546,U S GOLD CORP
16778,AVENUE THERAPEUTICS INC
16784,ESQUIRE FINANCIAL HOLDINGS
16788,K B L MERGER CORP IV
15222,IOVANCE BIOTHERAPEUTICS INC
16792,MERSANA THERAPEUTICS INC
16793,ENDRA LIFE SCIENCES INC
16755,BLUE APRON HOLDINGS INC
16776,AILERON THERAPEUTICS INC
16783,DOVA PHARMACEUTICALS INC
16756,BYLINE BANCORP INC
16795,SHIFTPIXY INC
16806,TINTRI INC
88471,PRECIPIO INC
91215,DELEK U S HOLDINGS INC NEW
75034,BAKER HUGHES INC NEW
16284,SIMPLY GOOD FOODS CO
16820,C O DIAGNOSTICS INC
15271,EXELA TECHNOLOGIES INC
16837,B B X CAPITAL CORP NEW
16814,AKCEA THERAPEUTICS INC
16825,MYND ANALYTICS INC
13412,SEVEN STARS CLOUD GROUP INC
91421,SOLITARIO ZINC CORP
16819,CODA OCTOPUS GROUP INC
14591,DARE BIOSCIENCE INC
16818,CALYXT INC
16824,KALA PHARMACEUTICALS INC
16821,EAGLE FINANCIAL BANCORP INC
16827,PETIQ INC
15293,NEXTDECADE CORP
15432,ALPINE IMMUNE SCIENCES INC
84757,BIO KEY INTERNATIONAL INC
16828,R B B BANCORP
16830,SIENNA BIOPHARMACEUTICALS INC
16829,REDFIN CORP
16834,TYME TECHNOLOGIES INC
16853,BANK OF PRINCETON
16864,HENNESSY CAPITAL ACQ CORP III
37284,ANDEAVOR
50606,TIDEWATER INC NEW
16856,ASPEN GROUP INC
90604,MOLECULAR TEMPLATES INC
16857,CITIUS PHARMACEUTICALS INC
82526,ACHIEVE LIFE SCIENCES INC
16816,BRIGHTHOUSE FINANCIAL INC
76461,VERU INC
16911,PENSARE ACQUISITION CORP
16887,EASTSIDE DISTILLING INC
16866,RANGER ENERGY SERVICES INC
16913,YOGAWORKS INC
86092,CLARUS CORP
15375,JAGUAR HEALTH INC
16883,CHICKEN SOUP FOR SOUL ENTMT INC
16895,INDUSTREA ACQUISITION CORP
75672,WESTWATER RESOURCES INC
76750,MONRO INC
16903,MUSTANG BIO INC
16905,OSPREY ENERGY ACQUISITION CORP
27422,CLEVELAND CLIFFS INC NEW
15787,SYNLOGIC INC
16904,OPIANT PHARMACEUTICALS INC
91413,EVERCORE INC
16851,DOWDUPONT INC
90077,COHEN & CO INC NEW
16922,ATLANTIC ACQUISITION CORP
16915,CYNERGISTEK INC
16925,FEDERAL STREET ACQUISITION CORP
88908,CENTERSTATE BANK CORP
12473,KNIGHT SWIFT TRANSPORT HDLGS INC
16923,CELCUITY INC
16928,KRYSTAL BIOTECH INC
16927,ARCIMOTO INC
91471,ACER THERAPEUTICS INC
14006,TELARIA INC
16924,DECIPHERA PHARMACEUTICALS INC
16932,ROKU INC
16961,P Q GROUP HOLDINGS INC
16917,BLACK KNIGHT INC
16920,HAMILTON BEACH BRANDS HLDG CO
16921,ANGI HOMESERVICES INC
16995,P D L COMMUNITY BANCORP
91627,REGIONAL HEALTH PROPERTIES INC
17000,RHYTHM PHARMACEUTICALS INC
16965,FORESTAR GROUP INC NEW
16966,SWITCH INC
16982,FIDELITY D & D BANCORP INC
16988,I AM CAPITAL ACQUISITION CO
86763,AUTOWEB INC
15525,RIMINI STREET INC
16983,F F B W INC
16967,CARGURUS INC
16980,DRAPER OAKWOOD TECH ACQ INC
16987,RESTORATION ROBOTICS INC
16989,ORTHOPEDIATRICS CORP
17017,NUVERRA ENVIRONMENTAL SOLUTS INC
16992,OPTINOSE INC
16976,CAMBRIDGE BANCORP
93429,C B O E GLOBAL MARKETS INC
16968,MONGODB INC
16999,RUMBLEON INC
92213,RIOT BLOCKCHAIN INC
16974,AYTU BIOSCIENCE INC
16981,F A T BRANDS INC
92433,RESHAPE LIFESCIENCES INC
16975,BLACK RIDGE ACQUISITION CORP
16971,NATIONAL VISION HOLDINGS INC
16984,FORESCOUT TECHNOLOGIES INC
16991,MERCHANTS BANCORP
88264,SONUS NETWORKS INC NEW
88661,TAPESTRY INC
17034,ALTAIR ENGINEERING INC
85789,BANCORPSOUTH BANK
86489,SLEEP NUMBER CORP
88258,F C GLOBAL REALTY INC
17035,EVOQUA WATER TECHNOLOGIES CORP
17041,NANOVIBRONIX INC
17042,ALLENA PHARMACEUTICALS INC
17043,FUNKO INC
17044,SPERO THERAPEUTICS INC
14827,SORRENTO TECH INC
17045,A C M RESEARCH INC
17046,AQUANTIA CORP
13263,MELINTA THERAPEUTICS INC
17117,MERIDIAN BANK
17093,METROPOLITAN BANK HOLDING CORP
17108,C B T X INC
17104,APELLIS PHARMACEUTICALS INC
17106,BANDWIDTH INC
17050,CORPORATE CAPITAL TRUST INC
13911,IQVIA HOLDINGS INC
17097,SENDGRID INC
17079,GULFMARK OFFSHORE INC
17105,ARSANIS INC
17037,SAILPOINT TECHNOLOGIES HLDGS INC
17038,STITCH FIX INC
17047,BLUEGREEN VACATIONS CORP
17091,LEVEL BRANDS INC
17114,HAYMAKER ACQUISITION CORP
17121,STERLING BANCORP INC
17122,SCPHARMACEUTICALS INC
82215,AMERI HOLDINGS INC
17036,CANNAE HOLDINGS INC
17116,LOOP INDUSTRIES INC
17039,CONSOL ENERGY INC NEW
86799,C N X RESOURCES CORP
88264,RIBBON COMMUNICATIONS INC
15782,WILLSCOT CORP
17090,LEGACY ACQUISITION CORP
17107,BOXLIGHT CORP
17134,BIG ROCK PARTNERS ACQ CORP
17151,M V B FINANCIAL CORP
17154,ODONATE THERAPEUTICS INC
17155,QUANTERIX CORP
17178,CURO GROUP HOLDINGS CORP
17125,DENALI THERAPEUTICS INC
17133,APOLLO MEDICAL HOLDINGS INC
17148,LUTHER BURBANK CORP
17149,LONGFIN CORP
17182,F T E NETWORKS INC
17126,NEWMARK GROUP INC
17135,CASA SYSTEMS INC
17139,COHBAR INC
17140,DOLPHIN ENTERTAINMENT INC
17147,LEISURE ACQUISITION CORP
10693,ENCOMPASS HEALTH CORP
15505,RELIANT BANCORP INC
17262,CUE BIOPHARMA INC
84302,D P W HOLDINGS INC
90440,NEENAH INC
92594,SELLAS LIFE SCIENCES GROUP INC
15221,ROCKET PHARMACEUTICALS INC
16175,LONG BLOCKCHAIN CORP
12017,XPRESSPA GROUP INC
12266,AVID BIOSERVICES INC
15071,SYNEOS HEALTH INC
93191,SHARING ECONOMY INTL INC
17270,NOVUME SOLUTIONS INC
83916,T T E C HOLDINGS INC
51829,C C U R HOLDINGS INC
17221,LIBERTY OILFIELD SERVICES INC
13314,WORLDPAY INC
17234,AVAYA HOLDINGS CORP
17245,GIGCAPITAL INC
15075,EVOFEM BIOSCIENCES INC
17223,A D T INC
17251,NINE ENERGY SERVICES INC
17263,EYENOVIA INC
17266,MENLO THERAPEUTICS INC
17269,NEMAURA MEDICAL INC
17252,PLAYAGS INC
17256,A R M O BIOSCIENCES INC
17271,SOLID BIOSCIENCES INC
17272,RESTORBIO INC
90640,DROPCAR INC
16178,INNOVATE BIOPHARMACEUTICALS INC
17322,IPIC ENTERTAINMENT INC
17327,ONE STOP SYSTEMS INC
55976,WALMART INC
15645,PRECISION THERAPEUTICS INC
17273,F T S INTERNATIONAL INC
15639,PURPLE INNOVATION INC
15664,T M S R HOLDING COMPANY LTD
17281,CACTUS INC
17317,EVOLUS INC
17332,VICTORY CAPITAL HOLDINGS INC
17306,QUINTANA ENERGY SERVICES INC
17315,CARDLYTICS INC
16677,ALTA MESA RESOURCES INC
85909,DITECH HOLDING CORP
16688,YANGTZE RIVER PORT AND LOGIS LTD
17313,BLINK CHARGING CO
17325,MOTUS GI HOLDINGS INC
57913,VAXART INC
17326,M TECH ACQUISITION CORP
12173,G C I LIBERTY INC
17323,LIVEXLIVE MEDIA INC
17324,MONAKER GROUP INC
16704,CONVERGEONE HOLDINGS INC
80114,STEEL CONNECT INC
86783,BOOKING HOLDINGS INC
76732,DINE BRANDS GLOBAL INC
14617,ARES MANAGEMENT LP
17367,NEBULA ACQUISITION CORP
17359,FNCB BANCORP INC
17349,BIOXCEL THERAPEUTICS INC
17334,G C I LIBERTY INC
17351,COCRYSTAL PHARMA INC
17361,GORDON POINTE ACQUISITION CORP
17366,MUDRICK CAPITAL ACQ CORP
17370,ORGENESIS INC
17350,BRIDGEWATER BANCSHARES INC
17374,ARCUS BIOSCIENCES INC
82678,C D T I ADVANCED MATERIALS INC
17341,ZSCALER INC
17345,SENMIAO TECHNOLOGY LTD
17365,LAZYDAYS HOLDINGS INC
90494,HIGHPOINT RESOURCES CORP
17342,DROPBOX INC
17369,OPES ACQUISITION CORP
14720,AGEAGLE AERIAL SYSTEMS INC
17343,RED VIOLET INC
17344,RAFAEL HOLDINGS INC
90808,EXPEDIA GROUP INC
16261,INFRA AND ENRGY ALTERNATIVES INC
17358,HOMOLOGY MEDICINES INC
17368,O P BANCORP
17360,GENPREX INC
17372,UNUM THERAPEUTICS INC
17373,VIRTRA INC
77917,ASGN INC
90542,EYEPOINT PHARMACEUTICALS INC
90805,DISCOVERY INC
90806,DISCOVERY INC
92778,DISCOVERY INC
93002,BROADCOM INC
17679,BUSINESS FIRST BANCSHARES INC
17680,BIOHITECH GLOBAL INC
17696,TIBERIUS ACQUISITION CORP
91277,QURATE RETAIL GROUP INC
91278,QURATE RETAIL GROUP INC
17690,HELIUS MEDICAL TECHNOLOGIES INC
17382,ZUORA INC
17684,DFB HEALTHCARE ACQUISITIONS CORP
92486,FLUENT INC
17672,GRAFTECH INTERNATIONAL LTD NEW
17695,SURFACE ONCOLOGY INC
17673,PIVOTAL SOFTWARE INC
17683,COLUMBIA FINANCIAL INC
17692,LEVEL ONE BANCORP INC
79689,STANDARD DIVERSIFIED INC
17691,NLIGHT INC
17700,CERIDIAN H C M HOLDING INC
89411,ELOXX PHARMACEUTICALS INC
17685,DOCUSIGN INC
17688,GOOSEHEAD INSURANCE INC
17701,SMARTSHEET INC
17677,BIGLARI HOLDINGS INC
17798,FIRST CHOICE BANCORP
82476,ATTIS INDUSTRIES INC
85798,S B ONE BANCORP
17799,INSPIRE MEDICAL SYSTEMS INC
17825,UNITY BIOTECHNOLOGY INC
17826,XSPAND PRODUCTS LAB INC
17784,CARBON BLACK INC
17800,BAYCOM CORP
17801,CONSTRUCTION PARTNERS INC
17802,SPIRIT OF TEXAS BANCSHARES INC
17803,JERASH HOLDINGS US INC
91277,QURATE RETAIL INC Q V C GROUP
91278,QURATE RETAIL INC Q V C GROUP
82702,AMNEAL PHARMACEUTICALS INC
90556,FUSION CONNECT INC
11565,HORIZON BANCORP INC
17783,APERGY CORP
17811,EVELO BIOSCIENCES INC
17818,ORIGIN BANCORP INC
17787,A X A EQUITABLE HOLDINGS INC
79444,TALOS ENERGY INC
47861,SUPERIOR GROUP OF COMPANIES INC
14452,SESEN BIO INC
17788,PLURALSIGHT INC
17812,E X P WORLD HOLDINGS INC
17790,EVO PAYMENTS INC
17795,GREENSKY INC
17821,SCHOLAR ROCK HOLDING CORP
20415,JEFFERIES FINANCIAL GROUP INC
12362,STANDARD A V B FINANCIAL CORP
76684,HANCOCK WHITNEY CORP
17819,PURE ACQUISITION CORP
91277,QURATE RETAIL INC
91278,QURATE RETAIL INC
17813,HANCOCK JAFFE LABORATORIES INC
17824,TRINITY MERGER CORP
17792,PERSPECTA INC
17794,WYNDHAM HOTELS & RESORTS INC
17796,COVIA HOLDINGS CORP
91392,WYNDHAM DESTINATIONS INC
38850,SKYLINE CHAMPION CORP
84176,E W SCRIPPS CO
88203,ONESPAN INC
10779,B K TECHNOLOGIES INC
24053,EVERGY INC
17875,COMMAND CENTER INC
86435,FEDNAT HOLDING CO
17907,VECTOIQ ACQUISITION CORP
17885,GREENPRO CAPITAL CORP
17901,TRIDENT ACQUISITIONS CORP
17916,CHARAH SOLUTIONS INC
81021,U S XPRESS ENTERPRISES INC NEW
17855,AVALARA INC
17906,VERRICA PHARMACEUTICALS INC
90207,COOL HOLDINGS INC
91472,LIMESTONE BANCORP INC
17878,EIDOS THERAPEUTICS INC
17868,APTINYX INC
17871,AVROBIO INC
17887,I3 VERTICALS INC
17889,KEZAR LIFE SCIENCES INC
17892,MAGENTA THERAPEUTICS INC
17908,XERIS PHARMACEUTICALS INC
17877,ELECTROCORE INC
17895,OPTIMIZERX CORP
17869,AERPIO PHARMACEUTICALS INC
17886,HYRECAR INC
17891,LOVESAC CO
17894,NEON THERAPEUTICS INC
17920,FAR POINT ACQUISITION CORP
17864,B J S WHOLESALE CLUB HLDGS INC
17867,BRIGHTVIEW HOLDINGS INC
17880,EVERQUOTE INC
17883,FORTY SEVEN INC
17898,NEURONETICS INC
17899,TRANSLATE BIO INC
17900,TRICIDA INC
17876,DOMO INC
17890,L F CAPITAL ACQ CORP
11990,K K R & CO INC
14941,AVANOS MEDICAL INC
15359,TALLGRASS ENERGY LP
17859,VEONEER INC
17942,KEURIG DR PEPPER INC
17969,MID SOUTHERN BANCORP INC
13879,M I C T INC
38295,SPECTRUM BRANDS HOLDINGS INC NEW
85198,BANK O Z K
17947,RUBIUS THERAPEUTICS INC
17957,COASTAL FINANCIAL CORP
17959,CRINETICS PHARMACEUTICALS INC
17948,ALLAKOS INC
17958,CONSTELLATION PHARMA INC
17970,FIRST WESTERN FINANCIAL INC
17977,TILRAY INC
17974,REPLIMUNE GROUP INC
17973,PROVENTION BIO INC
17981,CHAPARRAL ENERGY INC
17949,BLOOM ENERGY CORP
17955,AQUESTIVE THERAPEUTICS INC
17944,TENABLE HOLDINGS INC
17950,FOCUS FINANCIAL PARTNERS INC
17956,BERRY PETROLEUM CORP
17968,LIQUIDIA TECHNOLOGIES INC
16465,PRIORITY TECHNOLOGY HOLDINGS INC
16630,INTERNATIONAL MONEY EXPRESS INC
17951,ADIAL PHARMACEUTICALS INC
17979,SUMMIT SEMICONDUCTOR INC
17987,G S ACQUISITION HLDGS CORP
10239,PROTECTIVE INSURANCE CORP
16417,PROTECTIVE INSURANCE CORP
16771,MAGNOLIA OIL & GAS CORP
18046,CUMULUS MEDIA INC
78756,ORTHOFIX MEDICAL INC
83799,STRATEGIC EDUCATION INC
93177,I T TECH PACKAGING INC
18011,SONOS INC
18013,ARLO TECHNOLOGIES INC
18043,AMALGAMATED BANK
18061,VACCINEX INC
15585,TELADOC HEALTH INC
18051,MESA AIR GROUP INC NEV
18052,PACIFIC CITY FINANCIAL CORP
18058,3PEA INTERNATIONAL INC
18042,ALLEGRO MERGER CORP
18049,MERCANTIL BANK HOLDING CORP
18050,MERCANTIL BANK HOLDING CORP
18044,ARIDIS PHARMACEUTICALS INC
18053,RIVERVIEW FINANCIAL CORP
85686,ASSERTIO THERAPEUTICS INC
18055,SELECT INTERIOR CONCEPTS INC
90564,PRESTIGE CONSUMER HEALTHCARE INC
15943,I Z E A WORLDWIDE INC
16922,H F FOODS GROUP INC
16905,FALCON MINERALS CORP
17117,MERIDIAN CORP
18098,AUDIOEYE INC
64961,NEXTGEN HEALTHCARE INC
18114,FORUM MERGER II CORP
29867,PYXUS INTL INC
17826,EDISON NATION INC
90634,AXOS FINANCIAL INC
18115,FVCBANKCORP INC
18126,PRINCIPIA BIOPHARMA INC
14030,CLEARWAY ENERGY INC
15332,CLEARWAY ENERGY INC
18048,K L X ENERGY SERVICES HDGS INC
18062,ELANCO ANIMAL HEALTH INC
18063,EVENTBRITE INC
18106,BANK7 CORP
17979,SUMMIT WIRELESS TECHNOLOGIES INC
18086,MEGALITH FINANCIAL ACQ CORP
18102,BIONANO GENOMICS INC
18103,BIOSIG TECHNOLOGIES INC
18133,Y MABS THERAPEUTICS INC
20117,ACXIOM HOLDINGS INC
91739,LEGACY RESERVES INC
