Date: 2005-03-18 00:00:00, Volatility: 0.094063, Naive Volatility: 0.096129, Shrinkage: 0.31
Date: 2011-08-15 00:00:00, Volatility: 0.130393, Naive Volatility: 0.136057, Shrinkage: 0.00
Date: 2011-08-16 00:00:00, Volatility: 0.133152, Naive Volatility: 0.138509, Shrinkage: 0.00
Date: 2011-08-17 00:00:00, Volatility: 0.136050, Naive Volatility: 0.141965, Shrinkage: 0.00
Date: 2011-08-18 00:00:00, Volatility: 0.128935, Naive Volatility: 0.134103, Shrinkage: 0.00
Date: 2011-08-19 00:00:00, Volatility: 0.128195, Naive Volatility: 0.133975, Shrinkage: 0.00
Date: 2011-08-22 00:00:00, Volatility: 0.127326, Naive Volatility: 0.133249, Shrinkage: 0.00
Date: 2011-08-23 00:00:00, Volatility: 0.129985, Naive Volatility: 0.133886, Shrinkage: 0.00
Date: 2011-08-24 00:00:00, Volatility: 0.133427, Naive Volatility: 0.134713, Shrinkage: 0.00
Date: 2011-08-25 00:00:00, Volatility: 0.129394, Naive Volatility: 0.129661, Shrinkage: 0.00
Date: 2011-08-26 00:00:00, Volatility: 0.135148, Naive Volatility: 0.137483, Shrinkage: 0.00
Date: 2011-08-29 00:00:00, Volatility: 0.129873, Naive Volatility: 0.129662, Shrinkage: 0.06
Date: 2011-08-30 00:00:00, Volatility: 0.131735, Naive Volatility: 0.133242, Shrinkage: 0.00
Date: 2011-08-31 00:00:00, Volatility: 0.135685, Naive Volatility: 0.137027, Shrinkage: 0.01
Date: 2011-09-01 00:00:00, Volatility: 0.136958, Naive Volatility: 0.138785, Shrinkage: 0.00
Date: 2011-09-02 00:00:00, Volatility: 0.138638, Naive Volatility: 0.139906, Shrinkage: 0.00
Date: 2011-09-06 00:00:00, Volatility: 0.138061, Naive Volatility: 0.139727, Shrinkage: 0.00
Date: 2011-09-07 00:00:00, Volatility: 0.136925, Naive Volatility: 0.136752, Shrinkage: 0.00
Date: 2011-09-08 00:00:00, Volatility: 0.142677, Naive Volatility: 0.142669, Shrinkage: 0.10
Date: 2011-09-09 00:00:00, Volatility: 0.126116, Naive Volatility: 0.126078, Shrinkage: 0.10
Date: 2011-09-12 00:00:00, Volatility: 0.133837, Naive Volatility: 0.134187, Shrinkage: 0.00
Date: 2011-09-13 00:00:00, Volatility: 0.134761, Naive Volatility: 0.135010, Shrinkage: 0.00
Date: 2011-09-14 00:00:00, Volatility: 0.133622, Naive Volatility: 0.133438, Shrinkage: 0.00
Date: 2011-09-15 00:00:00, Volatility: 0.130661, Naive Volatility: 0.130707, Shrinkage: 0.10
Date: 2011-09-16 00:00:00, Volatility: 0.129537, Naive Volatility: 0.131491, Shrinkage: 0.00
Date: 2011-09-19 00:00:00, Volatility: 0.128912, Naive Volatility: 0.131883, Shrinkage: 0.00
Date: 2011-09-20 00:00:00, Volatility: 0.128249, Naive Volatility: 0.132207, Shrinkage: 0.00
Date: 2011-09-21 00:00:00, Volatility: 0.119088, Naive Volatility: 0.124503, Shrinkage: 0.00
Date: 2011-09-22 00:00:00, Volatility: 0.105621, Naive Volatility: 0.114544, Shrinkage: 0.00
Date: 2011-09-23 00:00:00, Volatility: 0.114062, Naive Volatility: 0.121660, Shrinkage: 0.00
Date: 2011-09-26 00:00:00, Volatility: 0.114266, Naive Volatility: 0.118934, Shrinkage: 0.00
Date: 2011-09-27 00:00:00, Volatility: 0.118763, Naive Volatility: 0.123318, Shrinkage: 0.00
Date: 2011-09-28 00:00:00, Volatility: 0.114376, Naive Volatility: 0.116831, Shrinkage: 0.00
Date: 2011-09-29 00:00:00, Volatility: 0.116000, Naive Volatility: 0.118101, Shrinkage: 0.03
Date: 2011-09-30 00:00:00, Volatility: 0.112448, Naive Volatility: 0.116267, Shrinkage: 0.01
Date: 2011-10-03 00:00:00, Volatility: 0.111339, Naive Volatility: 0.114835, Shrinkage: 0.00
Date: 2011-10-04 00:00:00, Volatility: 0.118671, Naive Volatility: 0.122553, Shrinkage: 0.01
Date: 2011-10-05 00:00:00, Volatility: 0.119848, Naive Volatility: 0.123435, Shrinkage: 0.00
Date: 2011-10-06 00:00:00, Volatility: 0.114558, Naive Volatility: 0.118507, Shrinkage: 0.00
Date: 2011-10-07 00:00:00, Volatility: 0.113539, Naive Volatility: 0.118080, Shrinkage: 0.00
Date: 2011-10-10 00:00:00, Volatility: 0.109390, Naive Volatility: 0.112449, Shrinkage: 0.00
Date: 2011-10-11 00:00:00, Volatility: 0.110572, Naive Volatility: 0.112783, Shrinkage: 0.00
Date: 2011-10-12 00:00:00, Volatility: 0.129736, Naive Volatility: 0.133316, Shrinkage: 0.00
Date: 2011-10-13 00:00:00, Volatility: 0.130949, Naive Volatility: 0.134744, Shrinkage: 0.00
Date: 2011-10-14 00:00:00, Volatility: 0.131837, Naive Volatility: 0.134949, Shrinkage: 0.00
Date: 2011-10-17 00:00:00, Volatility: 0.139401, Naive Volatility: 0.141473, Shrinkage: 0.00
Date: 2011-10-18 00:00:00, Volatility: 0.138610, Naive Volatility: 0.140152, Shrinkage: 0.00
Date: 2011-10-19 00:00:00, Volatility: 0.143479, Naive Volatility: 0.144991, Shrinkage: 0.00
Date: 2011-10-20 00:00:00, Volatility: 0.143614, Naive Volatility: 0.146358, Shrinkage: 0.00
Date: 2011-10-21 00:00:00, Volatility: 0.134437, Naive Volatility: 0.137161, Shrinkage: 0.00
Date: 2011-10-24 00:00:00, Volatility: 0.134366, Naive Volatility: 0.137397, Shrinkage: 0.00
Date: 2011-10-25 00:00:00, Volatility: 0.134007, Naive Volatility: 0.136459, Shrinkage: 0.00
Date: 2011-10-26 00:00:00, Volatility: 0.137527, Naive Volatility: 0.140124, Shrinkage: 0.00
Date: 2011-10-27 00:00:00, Volatility: 0.134475, Naive Volatility: 0.135279, Shrinkage: 0.00
Date: 2011-10-28 00:00:00, Volatility: 0.136524, Naive Volatility: 0.138620, Shrinkage: 0.00
Date: 2011-10-31 00:00:00, Volatility: 0.139698, Naive Volatility: 0.140760, Shrinkage: 0.05
Date: 2011-11-01 00:00:00, Volatility: 0.150643, Naive Volatility: 0.155672, Shrinkage: 0.00
Date: 2011-11-02 00:00:00, Volatility: 0.147781, Naive Volatility: 0.153647, Shrinkage: 0.00
Date: 2011-11-03 00:00:00, Volatility: 0.149213, Naive Volatility: 0.153764, Shrinkage: 0.00
Date: 2011-11-04 00:00:00, Volatility: 0.153401, Naive Volatility: 0.155253, Shrinkage: 0.00
Date: 2011-11-07 00:00:00, Volatility: 0.148590, Naive Volatility: 0.150558, Shrinkage: 0.00
Date: 2011-11-08 00:00:00, Volatility: 0.147276, Naive Volatility: 0.149062, Shrinkage: 0.00
Date: 2011-11-09 00:00:00, Volatility: 0.132321, Naive Volatility: 0.134513, Shrinkage: 0.03
Date: 2011-11-10 00:00:00, Volatility: 0.134314, Naive Volatility: 0.136723, Shrinkage: 0.00
Date: 2011-11-11 00:00:00, Volatility: 0.133665, Naive Volatility: 0.136065, Shrinkage: 0.00
Date: 2011-11-14 00:00:00, Volatility: 0.132225, Naive Volatility: 0.134958, Shrinkage: 0.00
Date: 2011-11-15 00:00:00, Volatility: 0.132954, Naive Volatility: 0.135369, Shrinkage: 0.00
Date: 2011-11-16 00:00:00, Volatility: 0.129779, Naive Volatility: 0.132194, Shrinkage: 0.00
Date: 2011-11-17 00:00:00, Volatility: 0.128104, Naive Volatility: 0.130252, Shrinkage: 0.02
Date: 2011-11-18 00:00:00, Volatility: 0.129440, Naive Volatility: 0.131574, Shrinkage: 0.01
Date: 2011-11-21 00:00:00, Volatility: 0.134585, Naive Volatility: 0.137066, Shrinkage: 0.00
Date: 2011-11-22 00:00:00, Volatility: 0.135283, Naive Volatility: 0.137776, Shrinkage: 0.00
Date: 2011-11-23 00:00:00, Volatility: 0.125288, Naive Volatility: 0.127721, Shrinkage: 0.03
Date: 2011-11-25 00:00:00, Volatility: 0.125525, Naive Volatility: 0.127827, Shrinkage: 0.01
Date: 2011-11-28 00:00:00, Volatility: 0.124653, Naive Volatility: 0.126600, Shrinkage: 0.03
Date: 2011-11-29 00:00:00, Volatility: 0.125892, Naive Volatility: 0.128019, Shrinkage: 0.01
Date: 2011-11-30 00:00:00, Volatility: 0.106109, Naive Volatility: 0.106508, Shrinkage: 0.15
Date: 2011-12-01 00:00:00, Volatility: 0.108486, Naive Volatility: 0.109059, Shrinkage: 0.19
Date: 2011-12-02 00:00:00, Volatility: 0.111835, Naive Volatility: 0.113117, Shrinkage: 0.24
Date: 2011-12-05 00:00:00, Volatility: 0.109531, Naive Volatility: 0.109851, Shrinkage: 0.21
Date: 2011-12-06 00:00:00, Volatility: 0.108988, Naive Volatility: 0.109283, Shrinkage: 0.18
Date: 2011-12-07 00:00:00, Volatility: 0.109909, Naive Volatility: 0.110308, Shrinkage: 0.18
Date: 2011-12-08 00:00:00, Volatility: 0.105549, Naive Volatility: 0.105925, Shrinkage: 0.20
Date: 2011-12-09 00:00:00, Volatility: 0.101386, Naive Volatility: 0.101280, Shrinkage: 0.20
Date: 2011-12-12 00:00:00, Volatility: 0.096408, Naive Volatility: 0.096039, Shrinkage: 0.20
Date: 2011-12-13 00:00:00, Volatility: 0.094165, Naive Volatility: 0.093247, Shrinkage: 0.14
Date: 2011-12-14 00:00:00, Volatility: 0.093007, Naive Volatility: 0.092166, Shrinkage: 0.14
Date: 2011-12-15 00:00:00, Volatility: 0.089008, Naive Volatility: 0.088175, Shrinkage: 0.14
Date: 2011-12-16 00:00:00, Volatility: 0.089566, Naive Volatility: 0.088330, Shrinkage: 0.16
Date: 2011-12-19 00:00:00, Volatility: 0.087627, Naive Volatility: 0.086656, Shrinkage: 0.15
Date: 2011-12-20 00:00:00, Volatility: 0.069711, Naive Volatility: 0.070546, Shrinkage: 0.74
Date: 2011-12-21 00:00:00, Volatility: 0.061168, Naive Volatility: 0.062441, Shrinkage: 0.73
Date: 2011-12-22 00:00:00, Volatility: 0.062948, Naive Volatility: 0.068432, Shrinkage: 0.75
Date: 2011-12-23 00:00:00, Volatility: 0.067504, Naive Volatility: 0.069129, Shrinkage: 0.49
Date: 2011-12-27 00:00:00, Volatility: 0.066989, Naive Volatility: 0.067832, Shrinkage: 0.49
Date: 2011-12-28 00:00:00, Volatility: 0.065148, Naive Volatility: 0.066972, Shrinkage: 0.83
Date: 2011-12-29 00:00:00, Volatility: 0.060715, Naive Volatility: 0.063785, Shrinkage: 0.82
Date: 2011-12-30 00:00:00, Volatility: 0.057462, Naive Volatility: 0.061388, Shrinkage: 0.83
Date: 2012-01-03 00:00:00, Volatility: 0.055403, Naive Volatility: 0.054879, Shrinkage: 0.15
Date: 2012-01-04 00:00:00, Volatility: 0.055202, Naive Volatility: 0.054481, Shrinkage: 0.15
Date: 2012-01-05 00:00:00, Volatility: 0.054976, Naive Volatility: 0.054512, Shrinkage: 0.14
Date: 2012-01-06 00:00:00, Volatility: 0.054377, Naive Volatility: 0.054350, Shrinkage: 0.10
Date: 2012-01-09 00:00:00, Volatility: 0.051860, Naive Volatility: 0.052204, Shrinkage: 0.08
Date: 2012-01-10 00:00:00, Volatility: 0.052255, Naive Volatility: 0.052243, Shrinkage: 0.10
Date: 2012-01-11 00:00:00, Volatility: 0.052917, Naive Volatility: 0.052111, Shrinkage: 0.15
Date: 2012-01-12 00:00:00, Volatility: 0.053394, Naive Volatility: 0.052918, Shrinkage: 0.14
Date: 2012-01-13 00:00:00, Volatility: 0.053460, Naive Volatility: 0.053015, Shrinkage: 0.15
Date: 2012-01-17 00:00:00, Volatility: 0.055304, Naive Volatility: 0.054934, Shrinkage: 0.15
Date: 2012-01-18 00:00:00, Volatility: 0.052098, Naive Volatility: 0.052121, Shrinkage: 0.12
Date: 2012-01-19 00:00:00, Volatility: 0.053932, Naive Volatility: 0.053782, Shrinkage: 0.14
Date: 2012-01-20 00:00:00, Volatility: 0.054365, Naive Volatility: 0.054119, Shrinkage: 0.15
Date: 2012-01-23 00:00:00, Volatility: 0.054878, Naive Volatility: 0.055234, Shrinkage: 0.15
Date: 2012-01-24 00:00:00, Volatility: 0.048893, Naive Volatility: 0.049032, Shrinkage: 0.17
Date: 2012-01-25 00:00:00, Volatility: 0.045516, Naive Volatility: 0.046867, Shrinkage: 0.24
Date: 2012-01-26 00:00:00, Volatility: 0.045598, Naive Volatility: 0.046867, Shrinkage: 0.25
Date: 2012-01-27 00:00:00, Volatility: 0.041443, Naive Volatility: 0.043392, Shrinkage: 0.26
Date: 2012-01-30 00:00:00, Volatility: 0.041142, Naive Volatility: 0.044347, Shrinkage: 0.29
Date: 2012-01-31 00:00:00, Volatility: 0.038400, Naive Volatility: 0.043955, Shrinkage: 0.59
Date: 2012-02-01 00:00:00, Volatility: 0.039726, Naive Volatility: 0.042595, Shrinkage: 0.28
Date: 2012-02-02 00:00:00, Volatility: 0.036281, Naive Volatility: 0.042753, Shrinkage: 0.57
Date: 2012-02-03 00:00:00, Volatility: 0.035926, Naive Volatility: 0.043659, Shrinkage: 0.61
Date: 2012-02-06 00:00:00, Volatility: 0.043572, Naive Volatility: 0.044252, Shrinkage: 0.17
Date: 2012-02-07 00:00:00, Volatility: 0.044491, Naive Volatility: 0.045640, Shrinkage: 0.17
Date: 2012-02-08 00:00:00, Volatility: 0.043282, Naive Volatility: 0.044474, Shrinkage: 0.19
Date: 2012-02-09 00:00:00, Volatility: 0.043231, Naive Volatility: 0.044635, Shrinkage: 0.20
Date: 2012-02-10 00:00:00, Volatility: 0.041965, Naive Volatility: 0.043079, Shrinkage: 0.23
Date: 2012-02-13 00:00:00, Volatility: 0.042281, Naive Volatility: 0.043230, Shrinkage: 0.21
Date: 2012-02-14 00:00:00, Volatility: 0.045578, Naive Volatility: 0.046109, Shrinkage: 0.21
Date: 2012-02-15 00:00:00, Volatility: 0.045496, Naive Volatility: 0.045817, Shrinkage: 0.20
Date: 2012-02-16 00:00:00, Volatility: 0.046243, Naive Volatility: 0.047821, Shrinkage: 0.26
Date: 2012-02-17 00:00:00, Volatility: 0.046318, Naive Volatility: 0.047511, Shrinkage: 0.25
Date: 2012-02-21 00:00:00, Volatility: 0.044071, Naive Volatility: 0.043691, Shrinkage: 0.15
Date: 2012-02-22 00:00:00, Volatility: 0.044656, Naive Volatility: 0.044340, Shrinkage: 0.14
Date: 2012-02-23 00:00:00, Volatility: 0.038746, Naive Volatility: 0.038723, Shrinkage: 0.15
Date: 2012-02-24 00:00:00, Volatility: 0.038645, Naive Volatility: 0.038617, Shrinkage: 0.16
Date: 2012-02-27 00:00:00, Volatility: 0.044963, Naive Volatility: 0.045063, Shrinkage: 0.15
Date: 2012-02-28 00:00:00, Volatility: 0.044008, Naive Volatility: 0.044018, Shrinkage: 0.15
Date: 2012-02-29 00:00:00, Volatility: 0.044829, Naive Volatility: 0.044842, Shrinkage: 0.16
Date: 2012-03-01 00:00:00, Volatility: 0.044825, Naive Volatility: 0.044807, Shrinkage: 0.15
Date: 2012-03-02 00:00:00, Volatility: 0.046408, Naive Volatility: 0.046094, Shrinkage: 0.15
Date: 2012-03-05 00:00:00, Volatility: 0.050007, Naive Volatility: 0.049624, Shrinkage: 0.16
Date: 2012-03-06 00:00:00, Volatility: 0.046834, Naive Volatility: 0.047997, Shrinkage: 0.28
Date: 2012-03-07 00:00:00, Volatility: 0.050212, Naive Volatility: 0.050739, Shrinkage: 0.25
Date: 2012-03-08 00:00:00, Volatility: 0.051389, Naive Volatility: 0.051753, Shrinkage: 0.26
Date: 2012-03-09 00:00:00, Volatility: 0.055799, Naive Volatility: 0.055884, Shrinkage: 0.21
Date: 2012-03-12 00:00:00, Volatility: 0.057850, Naive Volatility: 0.057294, Shrinkage: 0.15
Date: 2012-03-13 00:00:00, Volatility: 0.058483, Naive Volatility: 0.057957, Shrinkage: 0.15
Date: 2012-03-14 00:00:00, Volatility: 0.059262, Naive Volatility: 0.058874, Shrinkage: 0.13
Date: 2012-03-15 00:00:00, Volatility: 0.059244, Naive Volatility: 0.058874, Shrinkage: 0.13
Date: 2012-03-16 00:00:00, Volatility: 0.059706, Naive Volatility: 0.059778, Shrinkage: 0.09
Date: 2012-03-19 00:00:00, Volatility: 0.063365, Naive Volatility: 0.064362, Shrinkage: 0.00
Date: 2012-03-20 00:00:00, Volatility: 0.063469, Naive Volatility: 0.064387, Shrinkage: 0.00
Date: 2012-03-21 00:00:00, Volatility: 0.062473, Naive Volatility: 0.063912, Shrinkage: 0.00
Date: 2012-03-22 00:00:00, Volatility: 0.063941, Naive Volatility: 0.065624, Shrinkage: 0.00
Date: 2012-03-23 00:00:00, Volatility: 0.087452, Naive Volatility: 0.088795, Shrinkage: 0.20
Date: 2012-03-26 00:00:00, Volatility: 0.085299, Naive Volatility: 0.086123, Shrinkage: 0.16
Date: 2012-03-27 00:00:00, Volatility: 0.085477, Naive Volatility: 0.086633, Shrinkage: 0.44
Date: 2012-03-28 00:00:00, Volatility: 0.089932, Naive Volatility: 0.090852, Shrinkage: 0.32
Date: 2012-03-29 00:00:00, Volatility: 0.090020, Naive Volatility: 0.090956, Shrinkage: 0.33
Date: 2012-03-30 00:00:00, Volatility: 0.089502, Naive Volatility: 0.090599, Shrinkage: 0.34
Date: 2012-04-02 00:00:00, Volatility: 0.087052, Naive Volatility: 0.087551, Shrinkage: 0.15
Date: 2012-04-03 00:00:00, Volatility: 0.087067, Naive Volatility: 0.087687, Shrinkage: 0.15
Date: 2012-04-04 00:00:00, Volatility: 0.086211, Naive Volatility: 0.086978, Shrinkage: 0.18
Date: 2012-04-05 00:00:00, Volatility: 0.086777, Naive Volatility: 0.087729, Shrinkage: 0.28
Date: 2012-04-09 00:00:00, Volatility: 0.084474, Naive Volatility: 0.085459, Shrinkage: 0.16
Date: 2012-04-10 00:00:00, Volatility: 0.077979, Naive Volatility: 0.082234, Shrinkage: 0.41
Date: 2012-04-11 00:00:00, Volatility: 0.078313, Naive Volatility: 0.082314, Shrinkage: 0.37
Date: 2012-04-12 00:00:00, Volatility: 0.079378, Naive Volatility: 0.082869, Shrinkage: 0.45
Date: 2012-04-13 00:00:00, Volatility: 0.078596, Naive Volatility: 0.082576, Shrinkage: 0.46
Date: 2012-04-16 00:00:00, Volatility: 0.081466, Naive Volatility: 0.082161, Shrinkage: 0.14
Date: 2012-04-17 00:00:00, Volatility: 0.072966, Naive Volatility: 0.077444, Shrinkage: 0.50
Date: 2012-04-18 00:00:00, Volatility: 0.073157, Naive Volatility: 0.078057, Shrinkage: 0.55
Date: 2012-04-19 00:00:00, Volatility: 0.081100, Naive Volatility: 0.082637, Shrinkage: 0.03
Date: 2012-04-20 00:00:00, Volatility: 0.076247, Naive Volatility: 0.080535, Shrinkage: 0.57
Date: 2012-04-23 00:00:00, Volatility: 0.053471, Naive Volatility: 0.057824, Shrinkage: 0.00
Date: 2012-04-24 00:00:00, Volatility: 0.058618, Naive Volatility: 0.059664, Shrinkage: 0.04
Date: 2012-04-25 00:00:00, Volatility: 0.058244, Naive Volatility: 0.059679, Shrinkage: 0.32
Date: 2012-04-26 00:00:00, Volatility: 0.052537, Naive Volatility: 0.052734, Shrinkage: 0.15
Date: 2012-04-27 00:00:00, Volatility: 0.051134, Naive Volatility: 0.051624, Shrinkage: 0.18
Date: 2012-04-30 00:00:00, Volatility: 0.052461, Naive Volatility: 0.053080, Shrinkage: 0.17
Date: 2012-05-01 00:00:00, Volatility: 0.058105, Naive Volatility: 0.058556, Shrinkage: 0.15
Date: 2012-05-02 00:00:00, Volatility: 0.056473, Naive Volatility: 0.059011, Shrinkage: 0.33
Date: 2012-05-03 00:00:00, Volatility: 0.060359, Naive Volatility: 0.061720, Shrinkage: 0.00
Date: 2012-05-04 00:00:00, Volatility: 0.061413, Naive Volatility: 0.062572, Shrinkage: 0.31
Date: 2012-05-07 00:00:00, Volatility: 0.060507, Naive Volatility: 0.061194, Shrinkage: 0.29
Date: 2012-05-08 00:00:00, Volatility: 0.074947, Naive Volatility: 0.075711, Shrinkage: 0.21
Date: 2012-05-09 00:00:00, Volatility: 0.074718, Naive Volatility: 0.075764, Shrinkage: 0.25
Date: 2012-05-10 00:00:00, Volatility: 0.075092, Naive Volatility: 0.075123, Shrinkage: 0.11
Date: 2012-05-11 00:00:00, Volatility: 0.076922, Naive Volatility: 0.077478, Shrinkage: 0.31
Date: 2012-05-14 00:00:00, Volatility: 0.075440, Naive Volatility: 0.076696, Shrinkage: 0.00
Date: 2012-05-15 00:00:00, Volatility: 0.074492, Naive Volatility: 0.075584, Shrinkage: 0.00
Date: 2012-05-16 00:00:00, Volatility: 0.076409, Naive Volatility: 0.078720, Shrinkage: 0.00
Date: 2012-05-17 00:00:00, Volatility: 0.069851, Naive Volatility: 0.073767, Shrinkage: 0.00
Date: 2012-05-18 00:00:00, Volatility: 0.068412, Naive Volatility: 0.071935, Shrinkage: 0.00
Date: 2012-05-21 00:00:00, Volatility: 0.070424, Naive Volatility: 0.072435, Shrinkage: 0.00
Date: 2012-05-22 00:00:00, Volatility: 0.080816, Naive Volatility: 0.080796, Shrinkage: 0.10
Date: 2012-05-23 00:00:00, Volatility: 0.090572, Naive Volatility: 0.090896, Shrinkage: 0.15
Date: 2012-05-24 00:00:00, Volatility: 0.089131, Naive Volatility: 0.089692, Shrinkage: 0.15
Date: 2012-05-25 00:00:00, Volatility: 0.090555, Naive Volatility: 0.091165, Shrinkage: 0.15
Date: 2012-05-29 00:00:00, Volatility: 0.089591, Naive Volatility: 0.090053, Shrinkage: 0.15
Date: 2012-05-30 00:00:00, Volatility: 0.086116, Naive Volatility: 0.086674, Shrinkage: 0.15
Date: 2012-05-31 00:00:00, Volatility: 0.085432, Naive Volatility: 0.086088, Shrinkage: 0.15
Date: 2012-06-01 00:00:00, Volatility: 0.091529, Naive Volatility: 0.092506, Shrinkage: 0.00
Date: 2012-06-04 00:00:00, Volatility: 0.091478, Naive Volatility: 0.091863, Shrinkage: 0.00
Date: 2012-06-05 00:00:00, Volatility: 0.091210, Naive Volatility: 0.091776, Shrinkage: 0.33
Date: 2012-06-06 00:00:00, Volatility: 0.079384, Naive Volatility: 0.082805, Shrinkage: 0.00
Date: 2012-06-07 00:00:00, Volatility: 0.079030, Naive Volatility: 0.083779, Shrinkage: 0.00
Date: 2012-06-08 00:00:00, Volatility: 0.076977, Naive Volatility: 0.081127, Shrinkage: 0.00
Date: 2012-06-11 00:00:00, Volatility: 0.076009, Naive Volatility: 0.078774, Shrinkage: 0.00
Date: 2012-06-12 00:00:00, Volatility: 0.077421, Naive Volatility: 0.078509, Shrinkage: 0.00
Date: 2012-06-13 00:00:00, Volatility: 0.077399, Naive Volatility: 0.078585, Shrinkage: 0.00
Date: 2012-06-14 00:00:00, Volatility: 0.077945, Naive Volatility: 0.079326, Shrinkage: 0.33
Date: 2012-06-15 00:00:00, Volatility: 0.079517, Naive Volatility: 0.081445, Shrinkage: 0.00
Date: 2012-06-18 00:00:00, Volatility: 0.077982, Naive Volatility: 0.080421, Shrinkage: 0.00
Date: 2012-06-19 00:00:00, Volatility: 0.077433, Naive Volatility: 0.079983, Shrinkage: 0.00
Date: 2012-06-20 00:00:00, Volatility: 0.068724, Naive Volatility: 0.073491, Shrinkage: 0.00
Date: 2012-06-21 00:00:00, Volatility: 0.057510, Naive Volatility: 0.066416, Shrinkage: 0.00
Date: 2012-06-22 00:00:00, Volatility: 0.062702, Naive Volatility: 0.071923, Shrinkage: 0.00
Date: 2012-06-25 00:00:00, Volatility: 0.067766, Naive Volatility: 0.075475, Shrinkage: 0.00
Date: 2012-06-26 00:00:00, Volatility: 0.070278, Naive Volatility: 0.076771, Shrinkage: 0.00
Date: 2012-06-27 00:00:00, Volatility: 0.077557, Naive Volatility: 0.083499, Shrinkage: 0.00
Date: 2012-06-28 00:00:00, Volatility: 0.080945, Naive Volatility: 0.086544, Shrinkage: 0.00
Date: 2012-06-29 00:00:00, Volatility: 0.075575, Naive Volatility: 0.076653, Shrinkage: 0.15
Date: 2012-07-02 00:00:00, Volatility: 0.075709, Naive Volatility: 0.077280, Shrinkage: 0.25
Date: 2012-07-03 00:00:00, Volatility: 0.079223, Naive Volatility: 0.080579, Shrinkage: 0.00
Date: 2012-07-05 00:00:00, Volatility: 0.079616, Naive Volatility: 0.081007, Shrinkage: 0.00
Date: 2012-07-06 00:00:00, Volatility: 0.086121, Naive Volatility: 0.087312, Shrinkage: 0.00
Date: 2012-07-09 00:00:00, Volatility: 0.086581, Naive Volatility: 0.087667, Shrinkage: 0.00
Date: 2012-07-10 00:00:00, Volatility: 0.087011, Naive Volatility: 0.087828, Shrinkage: 0.00
Date: 2012-07-11 00:00:00, Volatility: 0.085160, Naive Volatility: 0.087366, Shrinkage: 0.00
Date: 2012-07-12 00:00:00, Volatility: 0.085288, Naive Volatility: 0.087524, Shrinkage: 0.00
Date: 2012-07-13 00:00:00, Volatility: 0.081161, Naive Volatility: 0.082897, Shrinkage: 0.00
Date: 2012-07-16 00:00:00, Volatility: 0.078740, Naive Volatility: 0.080101, Shrinkage: 0.00
Date: 2012-07-17 00:00:00, Volatility: 0.078618, Naive Volatility: 0.079765, Shrinkage: 0.00
Date: 2012-07-18 00:00:00, Volatility: 0.078471, Naive Volatility: 0.079665, Shrinkage: 0.00
Date: 2012-07-19 00:00:00, Volatility: 0.078606, Naive Volatility: 0.079400, Shrinkage: 0.00
Date: 2012-07-20 00:00:00, Volatility: 0.077089, Naive Volatility: 0.077478, Shrinkage: 0.15
Date: 2012-07-23 00:00:00, Volatility: 0.071289, Naive Volatility: 0.071839, Shrinkage: 0.15
Date: 2012-07-24 00:00:00, Volatility: 0.066113, Naive Volatility: 0.066150, Shrinkage: 0.11
Date: 2012-07-25 00:00:00, Volatility: 0.065694, Naive Volatility: 0.065697, Shrinkage: 0.09
Date: 2012-07-26 00:00:00, Volatility: 0.059195, Naive Volatility: 0.059312, Shrinkage: 0.00
Date: 2012-07-27 00:00:00, Volatility: 0.059200, Naive Volatility: 0.058748, Shrinkage: 0.15
Date: 2012-07-30 00:00:00, Volatility: 0.060014, Naive Volatility: 0.059756, Shrinkage: 0.15
Date: 2012-07-31 00:00:00, Volatility: 0.058565, Naive Volatility: 0.058569, Shrinkage: 0.15
Date: 2012-08-01 00:00:00, Volatility: 0.053868, Naive Volatility: 0.053530, Shrinkage: 0.15
Date: 2012-08-02 00:00:00, Volatility: 0.055606, Naive Volatility: 0.055395, Shrinkage: 0.15
Date: 2012-08-03 00:00:00, Volatility: 0.044596, Naive Volatility: 0.044773, Shrinkage: 0.25
Date: 2012-08-06 00:00:00, Volatility: 0.044314, Naive Volatility: 0.044358, Shrinkage: 0.15
Date: 2012-08-07 00:00:00, Volatility: 0.045275, Naive Volatility: 0.045184, Shrinkage: 0.15
Date: 2012-08-08 00:00:00, Volatility: 0.059175, Naive Volatility: 0.060344, Shrinkage: 0.28
Date: 2012-08-09 00:00:00, Volatility: 0.061874, Naive Volatility: 0.062191, Shrinkage: 0.26
Date: 2012-08-10 00:00:00, Volatility: 0.061388, Naive Volatility: 0.062152, Shrinkage: 0.26
Date: 2012-08-13 00:00:00, Volatility: 0.061787, Naive Volatility: 0.061947, Shrinkage: 0.24
Date: 2012-08-14 00:00:00, Volatility: 0.061847, Naive Volatility: 0.062939, Shrinkage: 0.26
Date: 2012-08-15 00:00:00, Volatility: 0.072867, Naive Volatility: 0.072566, Shrinkage: 0.15
Date: 2012-08-16 00:00:00, Volatility: 0.083516, Naive Volatility: 0.088057, Shrinkage: 0.38
Date: 2012-08-17 00:00:00, Volatility: 0.083726, Naive Volatility: 0.087975, Shrinkage: 0.36
Date: 2012-08-20 00:00:00, Volatility: 0.083869, Naive Volatility: 0.088371, Shrinkage: 0.37
Date: 2012-08-21 00:00:00, Volatility: 0.084578, Naive Volatility: 0.091247, Shrinkage: 0.39
